Fecha_Proceso;Operacion;Documento;Correlativo;Serie;Seriado;Emisor;Fecha_Compra;Fecha_Emision;Fecha_Vcto;Duration;Plazo;Plazo_Residual;Nominal;Moneda;Tir;Tasa_Mercado;Tasa_Emision;Tera_Emision;Valor_Compra;Interes;Reajuste;Valor_Presente;Valor_Mercado;Ajuste_Mercado;Interes_Diario;Reajuste_Diario;Valor_Presente_Prox;Valor_Compra_UM;Interes_UM;Valor_Presente_UM;Valor_Mercado_UM;Ajuste_Mercado_UM;Interes_Diario_UM;Valor_Presente_Prox_UM;Valor_Compra_Par;Interes_Par;Reajuste_Par;Valor_Presente_Par;Interes_Diario_Par;Reajuste_Diario_Par;Valor_Presente_Prox_Par;Prima;Descuento;Prima_Diario;Descuento_Diario;Grupo;Nivel_Libro;Libro;Posicion;Evento;Cartera_Normativa;Instrumento;Sub_Instrumento;Tipo_Letra;Rut_Emisor;Codigo_Emisor;Tipo_Emisor;Codigo_Instrumento;Codigo_Moneda;Codigo_Libro;Codigo_Cartera_Normativa;Periodo_Cupon;Ultimo_Cupon;Fecha_Ultimo_Cupon;Nominal_Residual;Cupones_Cortados;Marca_VI;Marca_GTA;Pago;Fecha_Devengo;Fecha_Prx_Cupon;Fecha_Valuta;Plaza_1;Plaza_1_Glosa;Plaza_2;Plaza_2_Glosa;Plaza_3;Plaza_3_Glosa;Forma_de_Pago;Forma_de_Pago_Glosa;Dv01_Clp;Dv01_Um;fecha;codigo_instrumento;interes_Lir_UM;interes_Mes_Lir_UM;Retencion_Lir_UM;Retencion_Lir;Retencion_Mes_Lir_UM;Retencion_Mes_Lir;Grupo_Especial;Linea_1;Linea_Glosa_1;Grupo_1;Grupo_Factor_1;Plazo_Pacto_1;Plazo_Instrumento_1;Monto_Linea_1;Monto_Linea_Clp_1;Factor_1;Rut_1;Codigo_1;Nombre_1;Error_1;Error_Glosa_1;Linea_2;Linea_Glosa_2;Grupo_2;Grupo_Factor_2;Plazo_Pacto_2;Plazo_Instrumento_2;Monto_Linea_2;Monto_Linea_Clp_2;Factor_2;Rut_2;Codigo_2;Nombre_2;Error_2;Error_Glosa_2
31-08-2020;630463;630463;1;BCNOAP0318  ;S;CNO     ;19-02-2020;25-03-2018;25-03-2021;0,5595;1.096;206;40.000,00;CLF       ;0,1112;-0,17;2;1,998;1.157.552.833;519.859,00;11.183.812,00;1169256504;1171107875;1.851.371,00;0;0;0;40751,7136;18,1235;40769,8371;40834,391;64,5539;0;0;0;0;0;0;0;0;0;0;0;0;0;UF-02-X        ;FALABELLA;INVERSIONES TASAS;DIS;*                   ;DIS;BONOS          ;BANCARIO       ;N/A            ;99500410;01-01-1900;01-01-1900;15-01-1900;998;23;2;6;4;43915;40000;0;NO        ;NO        ;H         ;44074;44099;44099;22;SANTIAGO  ;22;SANTIAGO  ;0;N/A       ;24;LBTR HOY                      ;-69427;-2;N4;15;0;0;0;0;0;0;                                                 ;1;Normativo      ;SIN GRUPO   ;SIN FACTOR  ; - ;0;1169256504;1169256504;100;99500410;1; BANCO CONSORCIO                                                        ;N;                                                 ;2;Interno        ;SIN GRUPO   ;SIN FACTOR  ;0;0;1501838,68;1169256504;100;99500410;1;BANCO CONSORCIO                                                       ;N;                                                 
31-08-2020;630895;630895;1;BCHIBB0815  ;S;CHI     ;21-02-2020;01-08-2015;01-02-2021;0,4219;2.011;154;192.000,00;CLF       ;0,2;-0,79;2,5;2,4956;5.518.296.680;724.141,00;51018380;5570039201;5593764974;23.725.773,00;0;0;0;194191,8257;25,2601;194217,0858;195044,3601;827,2743;0;0;0;0;0;0;0;0;0;0;0;0;0;UF-02-X        ;FALABELLA;INVERSIONES TASAS;DIS;*                   ;DIS;BONOS          ;BANCARIO       ;N/A            ;97004000;01-01-1900;01-01-1900;15-01-1900;998;23;2;6;10;44044;192000;0;NO        ;NO        ;H         ;44074;44228;44228;22;SANTIAGO  ;22;SANTIAGO  ;0;N/A       ;24;LBTR HOY                      ;-275881;-10;N4;15;0;0;0;0;0;0;                                                 ;1;Normativo      ;SIN GRUPO   ;SIN FACTOR  ; - ;0;5570039201;5570039201;100;97004000;1; BANCO DE CHILE                                                         ;N;                                                 ;2;Interno        ;SIN GRUPO   ;SIN FACTOR  ;0;0;7154375,7;5570039201;100;97004000;1;BANCO DE CHILE                                                        ;N;                                                 
31-08-2020;634388;634388;1;BCNOAP0318  ;S;CNO     ;05-03-2020;25-03-2018;25-03-2021;0,5595;1.096;206;100.000,00;CLF       ;0,35;-0,17;2;1,998;2.896.548.135;4.490.031,00;18342496;2919380662;2927769687;8.389.025,00;0;0;0;101636,9181;156,5494;101793,4675;102085,9775;292,51;0;0;0;0;0;0;0;0;0;0;0;0;0;UF-02-X        ;FALABELLA;INVERSIONES TASAS;DIS;*                   ;DIS;BONOS          ;BANCARIO       ;N/A            ;99500410;01-01-1900;01-01-1900;15-01-1900;998;23;2;6;4;43915;100000;0;NO        ;NO        ;H         ;44074;44099;44099;22;SANTIAGO  ;22;SANTIAGO  ;0;N/A       ;24;LBTR HOY                      ;-173566;-6;N4;15;0;0;0;0;0;0;                                                 ;1;Normativo      ;SIN GRUPO   ;SIN FACTOR  ; - ;0;2919380662;2919380662;100;99500410;1; BANCO CONSORCIO                                                        ;N;                                                 ;2;Interno        ;SIN GRUPO   ;SIN FACTOR  ;0;0;3749766,44;2919380662;100;99500410;1;BANCO CONSORCIO                                                       ;N;                                                 
31-08-2020;634881;634881;1;DPR 271221  ;N;CHI     ;28-01-2020;28-01-2020;27-12-2021;1,3233;699;483;325.000,98;CLF       ;0;-1,48;0;0;9.209.068.235;142;111780835;9320849212;9509679753;188.830.541,00;0;0;0;325000,97;0,005;325000,975;331585,1508;6584,1758;0;0;0;0;0;0;0;0;0;0;0;0;0;UF-02-X        ;FALABELLA;INVERSIONES TASAS;DIS;*                   ;DIS;DPR            ;              ;N/A            ;97004000;01-01-1900;01-01-1900;11-01-1900;998;23;2;0;0;         ;325000,975;0;NO        ;NO        ;H         ;44074;44557;44557;22;SANTIAGO  ;22;SANTIAGO  ;0;N/A       ;24;LBTR HOY                      ;-1299951;-45;N4;11;0;0;0;0;0;0;                                                 ;1;Normativo      ;SIN GRUPO   ;SIN FACTOR  ; - ;0;9320849212;9320849212;100;97004000;1; BANCO DE CHILE                                                         ;N;                                                 ;2;Interno        ;SIN GRUPO   ;SIN FACTOR  ;0;0;11972062,44;9320849212;100;97004000;1;BANCO DE CHILE                                                        ;N;                                                 
31-08-2020;634882;634882;1;DPR 271221  ;N;CHI     ;28-01-2020;28-01-2020;27-12-2021;1,3233;699;483;75.000,00;CLF       ;0;-1,48;0;0;2.125.232.250;0;25726500;2150958750;2194534897;43.576.147,00;0;0;0;75000;0;75000;76519,4206;1519,4206;0;0;0;0;0;0;0;0;0;0;0;0;0;UF-02-X        ;FALABELLA;INVERSIONES TASAS;DIS;*                   ;DIS;DPR            ;              ;N/A            ;97004000;01-01-1900;01-01-1900;11-01-1900;998;23;2;0;0;         ;75000;0;NO        ;NO        ;H         ;44074;44557;44557;22;SANTIAGO  ;22;SANTIAGO  ;0;N/A       ;24;LBTR HOY                      ;-299988;-10;N4;11;0;0;0;0;0;0;                                                 ;1;Normativo      ;SIN GRUPO   ;SIN FACTOR  ; - ;0;2150958750;2150958750;100;97004000;1; BANCO DE CHILE                                                         ;N;                                                 ;2;Interno        ;SIN GRUPO   ;SIN FACTOR  ;0;0;2762775,35;2150958750;100;97004000;1;BANCO DE CHILE                                                        ;N;                                                 
31-08-2020;636594;636594;1;BBBVJ80416  ;S;BNS     ;17-03-2020;09-04-2016;09-10-2021;1,0857;2.009;404;50.000,00;CLF       ;0,25;-1,27;3;2,9977;1.485.596.443;1.469.629,00;6947123;1494013195;1518966610;24.953.415,00;0;0;0;52042,2842;51,2251;52093,5093;52963,5893;870,08;0;0;0;0;0;0;0;0;0;0;0;0;0;UF-02-X        ;FALABELLA;INVERSIONES TASAS;DIS;*                   ;DIS;BONOS          ;BANCARIO       ;N/A            ;97018000;01-01-1900;01-01-1900;15-01-1900;998;23;2;6;8;43930;50000;0;NO        ;NO        ;H         ;44074;44113;44113;22;SANTIAGO  ;22;SANTIAGO  ;0;N/A       ;24;LBTR HOY                      ;-174094;-6;N4;15;0;0;0;0;0;0;                                                 ;1;Normativo      ;SIN GRUPO   ;SIN FACTOR  ; - ;0;1494013195;1494013195;100;97018000;1; SCOTIABANK CHILE                                                       ;N;                                                 ;2;Interno        ;SIN GRUPO   ;SIN FACTOR  ;0;0;1918968,85;1494013195;100;97018000;1;SCOTIABANK CHILE                                                      ;N;                                                 
31-08-2020;638107;638107;1;BSECK21111  ;S;SEC     ;25-03-2020;01-11-2011;01-11-2021;1,1468;3.653;427;19.000,00;CLF       ;1,4;-1,07;3,25;3,2738;557.875.481;2.597.596,00;1957415;562430492;578569179;16.138.687,00;0;0;0;19520,3916;90,5316;19610,9232;20173,6497;562,7265;0;0;0;0;0;0;0;0;0;0;0;0;0;UF-02-X        ;FALABELLA;LIQUIDEZ PESOS;DIS;*                   ;DIS;BONOS          ;BANCARIO       ;N/A            ;97053000;01-01-1900;01-01-1900;15-01-1900;998;14;2;6;17;43952;19000;0;NO        ;NO        ;H         ;44074;44136;44137;22;SANTIAGO  ;22;SANTIAGO  ;0;N/A       ;24;LBTR HOY                      ;-66097;-2;N4;15;0;0;0;0;0;0;                                                 ;1;Normativo      ;SIN GRUPO   ;SIN FACTOR  ; - ;0;562430492;562430492;100;97053000;1; BANCO SECURITY                                                         ;N;                                                 ;2;Interno        ;SIN GRUPO   ;SIN FACTOR  ;0;0;722407,67;562430492;100;97053000;1;BANCO SECURITY                                                        ;N;                                                 
31-08-2020;638351;638351;1;BSECK21111  ;S;SEC     ;26-03-2020;01-11-2011;01-11-2021;1,1468;3.653;427;4.000,00;CLF       ;1,45;-1,07;3,25;3,2738;117.369.655;570.549,00;396640;118336844;121804038;3467194;0;0;0;4106,3046;19,8848;4126,1894;4247,0842;120,8947;0;0;0;0;0;0;0;0;0;0;0;0;0;UF-02-X        ;FALABELLA;INVERSIONES TASAS;DIS;*                   ;DIS;BONOS          ;BANCARIO       ;N/A            ;97053000;01-01-1900;01-01-1900;15-01-1900;998;23;2;6;17;43952;4000;0;NO        ;NO        ;H         ;44074;44136;44137;22;SANTIAGO  ;22;SANTIAGO  ;0;N/A       ;24;LBTR HOY                      ;-13915;0;N4;15;0;0;0;0;0;0;                                                 ;1;Normativo      ;SIN GRUPO   ;SIN FACTOR  ; - ;0;118336844;118336844;100;97053000;1; BANCO SECURITY                                                         ;N;                                                 ;2;Interno        ;SIN GRUPO   ;SIN FACTOR  ;0;0;151996,46;118336844;100;97053000;1;BANCO SECURITY                                                        ;N;                                                 
31-08-2020;639026;639026;3;BCP0600322  ;S;BCCH    ;31-03-2020;01-03-2012;01-03-2022;1,4181;3.652;547;10.000.000,00;CLP       ;1,2;0,41;6;6,086;10.957.077;54.584,00;0;11011661;11135249;123.588,00;0;0;0;10957077;54584;11011661;11135249;123588;0;0;0;0;0;0;0;0;0;0;0;0;0;SIN GRUPO      ;FALABELLA;LIQUIDEZ PESOS;DIS;*                   ;DIS;BCP            ;              ;N/A            ;97029000;01-01-1900;01-01-1900;03-02-1900;999;14;2;6;16;43891;10000000;0;NO        ;NO        ;H         ;44074;44075;44075;22;SANTIAGO  ;22;SANTIAGO  ;0;N/A       ;24;LBTR HOY                      ;-1545;-1545;N4;34;249457;50544;9978;9978;2.021,00;2.021;L104                                              ;1;Normativo      ;SIN GRUPO   ;SIN FACTOR  ; - ;0;11011661;11011661;100;97029000;1; BANCO CENTRAL DE CHILE                                                 ;N;                                                 ;2;Interno        ;SIN GRUPO   ;SIN FACTOR  ;0;0;14143,81;11011661;100;97029000;1;BANCO CENTRAL DE CHILE                                                ;N;                                                 
31-08-2020;639854;639854;1;BBCIE20811  ;S;BCI     ;03-04-2020;01-08-2011;01-08-2021;0,9115;3.653;335;50.000,00;CLF       ;0,7784;-0,03;2,6;2,6146;1.456.334.894;925.684,00;3611635;1460872213;1471649846;10.777.633,00;0;0;0;50905,6534;32,2904;50937,9438;51313,7402;375,7964;0;0;0;0;0;0;0;0;0;0;0;0;0;UF-02-X        ;FALABELLA;INVERSIONES TASAS;DIS;*                   ;DIS;BONOS          ;BANCARIO       ;N/A            ;97006000;01-01-1900;01-01-1900;15-01-1900;998;23;2;6;18;44044;50000;0;NO        ;NO        ;H         ;44074;44228;44228;22;SANTIAGO  ;22;SANTIAGO  ;0;N/A       ;24;LBTR HOY                      ;-129332;-5;N4;15;0;0;0;0;0;0;                                                 ;1;Normativo      ;SIN GRUPO   ;SIN FACTOR  ; - ;0;1460872213;1460872213;100;97006000;1; BANCO DE CREDITO E INVERSIONES                                         ;N;                                                 ;2;Interno        ;SIN GRUPO   ;SIN FACTOR  ;0;0;1876401,28;1460872213;100;97006000;1;BANCO DE CREDITO E INVERSIONES                                        ;N;                                                 
31-08-2020;640089;640089;1;BTP0450221  ;S;BTGR    ;06-04-2020;01-09-2016;28-02-2021;0,4853;1.641;181;20.000.000,00;CLP       ;0,59;0,32;4,5;4,5548;20.791.665;48.075,00;0;20839740;20868368;28.628,00;0;0;0;20791665;48075;20839740;20868368;28628;0;0;0;0;0;0;0;0;0;0;0;0;0;CLP-01         ;FALABELLA;LIQUIDEZ PESOS;DIS;*                   ;DIS;BTP            ;              ;N/A            ;60805000;01-01-1900;12-01-1900;05-02-1900;999;14;2;6;7;43891;20000000;0;NO        ;NO        ;H         ;44074;44075;44075;22;SANTIAGO  ;22;SANTIAGO  ;0;N/A       ;24;LBTR HOY                      ;-1022;-1022;N4;36;359511;75815;14380;14380;3.032,00;3.032;L104                                              ;1;Normativo      ;SIN GRUPO   ;SIN FACTOR  ; - ;0;20839740;20839740;100;60805000;1; TESORERIA GRAL. DE LA REPUBLICA                                        ;N;                                                 ;2;Interno        ;SIN GRUPO   ;SIN FACTOR  ;0;0;26767,38;20839740;100;60805000;1;TESORERIA GRAL. DE LA REPUBLICA                                       ;N;                                                 
31-08-2020;640100;640100;1;BESTU20517  ;S;EST     ;06-04-2020;01-05-2017;01-05-2022;1,6035;1.826;608;800.000.000,00;CLP       ;1,8997;0,8;4,5;4,5477;840.731.024;5.353.022,00;0;846084046;860943295;14.859.249,00;0;0;0;840731024;5353022;846084046;860943295;14859249;0;0;0;0;0;0;0;0;0;0;0;0;0;CLP-02-X       ;FALABELLA;INVERSIONES TASAS;DIS;*                   ;DIS;BONOS          ;BANCARIO       ;N/A            ;97030000;01-01-1900;01-01-1900;15-01-1900;999;23;2;6;6;43952;800000000;0;NO        ;NO        ;H         ;44074;44136;44137;22;SANTIAGO  ;22;SANTIAGO  ;0;N/A       ;24;LBTR HOY                      ;-138037;-138037;N4;15;0;0;0;0;0;0;                                                 ;1;Normativo      ;SIN GRUPO   ;SIN FACTOR  ; - ;0;846084046;846084046;100;97030000;1; BANCO DEL ESTADO DE CHILE                                              ;N;                                                 ;2;Interno        ;SIN GRUPO   ;SIN FACTOR  ;0;0;1086743,36;846084046;100;97030000;1;BANCO DEL ESTADO DE CHILE                                             ;N;                                                 
31-08-2020;641095;641095;2;PDBC300920  ;N;BCCH    ;13-04-2020;13-04-2020;30-09-2020;0,0822;170;30;500.000.000,00;CLP       ;0,05;0,02;0;0;498.587.336;1.162.789,00;0;499750125;499900020;149.895,00;0;0;0;498587336;1162789;499750125;499900020;149895;0;0;0;0;0;0;0;0;0;0;0;0;0;SIN GRUPO      ;FALABELLA;LIQUIDEZ PESOS;DIS;*                   ;DIS;PDBC           ;              ;N/A            ;97029000;01-01-1900;01-01-1900;06-01-1900;999;14;2;0;0;         ;500000000;0;NO        ;NO        ;H         ;44074;44104;44104;22;SANTIAGO  ;22;SANTIAGO  ;0;N/A       ;24;LBTR HOY                      ;-4165;-4165;N4;6;0;0;0;0;0;0;                                                 ;1;Normativo      ;SIN GRUPO   ;SIN FACTOR  ; - ;0;499750125;499750125;100;97029000;1; BANCO CENTRAL DE CHILE                                                 ;N;                                                 ;2;Interno        ;SIN GRUPO   ;SIN FACTOR  ;0;0;641898,56;499750125;100;97029000;1;BANCO CENTRAL DE CHILE                                                ;N;                                                 
31-08-2020;643414;643414;1;BBCIN11216  ;S;BCI     ;24-04-2020;01-12-2016;01-12-2021;1,2376;1.826;457;75.000,00;CLF       ;0,2;-1,18;2;2,0089;2.208.435.668;1.181.877,00;454963;2210072508;2248333740;38.261.232,00;0;0;0;77019,9867;41,202;77061,1887;78395,2879;1334,0992;0;0;0;0;0;0;0;0;0;0;0;0;0;UF-02-X        ;FALABELLA;INVERSIONES TASAS;DIS;*                   ;DIS;BONOS          ;BANCARIO       ;N/A            ;97006000;01-01-1900;01-01-1900;15-01-1900;998;23;2;6;7;43983;75000;0;NO        ;NO        ;H         ;44074;44166;44166;22;SANTIAGO  ;22;SANTIAGO  ;0;N/A       ;24;LBTR HOY                      ;-281015;-10;N4;15;0;0;0;0;0;0;                                                 ;1;Normativo      ;SIN GRUPO   ;SIN FACTOR  ; - ;0;2210072508;2210072508;100;97006000;1; BANCO DE CREDITO E INVERSIONES                                         ;N;                                                 ;2;Interno        ;SIN GRUPO   ;SIN FACTOR  ;0;0;2838703,37;2210072508;100;97006000;1;BANCO DE CREDITO E INVERSIONES                                        ;N;                                                 
31-08-2020;644932;644932;1;BBBVJ90517  ;S;BNS     ;05-05-2020;09-05-2017;09-05-2022;1,6593;1.826;616;147.000,00;CLF       ;0,13;-1,21;2;2,0088;4.377.811.195;1.463.513,00;-4346266;4374928442;4473770518;98.842.076,00;0;0;0;152494,7465;51,0116;152545,7581;155992,2006;3446,4425;0;0;0;0;0;0;0;0;0;0;0;0;0;UF-02-X        ;FALABELLA;INVERSIONES TASAS;DIS;*                   ;DIS;BONOS          ;BANCARIO       ;N/A            ;97018000;01-01-1900;01-01-1900;15-01-1900;998;23;2;6;6;43960;147000;0;NO        ;NO        ;H         ;44074;44144;44144;22;SANTIAGO  ;22;SANTIAGO  ;0;N/A       ;24;LBTR HOY                      ;-721165;-25;N4;15;0;0;0;0;0;0;                                                 ;1;Normativo      ;SIN GRUPO   ;SIN FACTOR  ; - ;0;4374928442;4374928442;100;97018000;1; SCOTIABANK CHILE                                                       ;N;                                                 ;2;Interno        ;SIN GRUPO   ;SIN FACTOR  ;0;0;5619328,81;4374928442;100;97018000;1;SCOTIABANK CHILE                                                      ;N;                                                 
31-08-2020;645438;645438;1;DPR 120521  ;N;BIC     ;07-05-2020;07-05-2020;12-05-2021;0,6959;370;254;300.000,00;CLF       ;0,1;-1,55;0;0;8.604.392.928;2.769.427,00;-9393559;8597768796;8698967879;101.199.083,00;0;0;0;299691,96;96,5226;299788,4826;303317,1096;3528,627;0;0;0;0;0;0;0;0;0;0;0;0;0;UF-02-X        ;FALABELLA;INVERSIONES TASAS;DIS;*                   ;DIS;DPR            ;              ;N/A            ;97080000;01-01-1900;01-01-1900;11-01-1900;998;23;2;0;0;         ;300000;0;NO        ;NO        ;H         ;44074;44328;44328;22;SANTIAGO  ;22;SANTIAGO  ;0;N/A       ;24;LBTR HOY                      ;-620105;-22;N4;11;0;0;0;0;0;0;                                                 ;1;Normativo      ;SIN GRUPO   ;SIN FACTOR  ; - ;0;8597768796;8597768796;100;97080000;1; BANCO BICE                                                             ;N;                                                 ;2;Interno        ;SIN GRUPO   ;SIN FACTOR  ;0;0;11043309,74;8597768796;100;97080000;1;BANCO BICE                                                            ;N;                                                 
31-08-2020;646361;646361;1;BTP0600122  ;S;BTGR    ;14-05-2020;01-01-2012;01-01-2022;1,2955;3.653;488;150.000.000,00;CLP       ;0,53;0,42;6;6,0854;162.238.650;141.591,00;0;162380241;162607473;227.232,00;0;0;0;162238650;141591;162380241;162607473;227232;0;0;0;0;0;0;0;0;0;0;0;0;0;SIN GRUPO      ;FALABELLA;LIQUIDEZ PESOS;DIS;*                   ;DIS;BTP            ;              ;N/A            ;60805000;01-01-1900;12-01-1900;05-02-1900;999;14;2;6;17;44013;150000000;0;NO        ;NO        ;H         ;44074;44197;44200;22;SANTIAGO  ;22;SANTIAGO  ;0;N/A       ;24;LBTR HOY                      ;-19693;-19693;N4;36;1491848;758152;59674;59674;30.326,00;30.326;L104                                              ;1;Normativo      ;SIN GRUPO   ;SIN FACTOR  ; - ;0;162380241;162380241;100;60805000;1; TESORERIA GRAL. DE LA REPUBLICA                                        ;N;                                                 ;2;Interno        ;SIN GRUPO   ;SIN FACTOR  ;0;0;208567,52;162380241;100;60805000;1;TESORERIA GRAL. DE LA REPUBLICA                                       ;N;                                                 
31-08-2020;647910;647910;2;BCP0600322  ;S;BCCH    ;25-05-2020;01-03-2012;01-03-2022;1,4181;3.652;547;1.300.000.000,00;CLP       ;0,52;0,41;6;6,086;1.443.352.136;1.954.139,00;0;1445306275;1447582348;2.276.073,00;0;0;0;1443352136;1954139;1445306275;1447582348;2276073;0;0;0;0;0;0;0;0;0;0;0;0;0;SIN GRUPO      ;FALABELLA;LIQUIDEZ PESOS;DIS;*                   ;DIS;BCP            ;              ;N/A            ;97029000;01-01-1900;01-01-1900;03-02-1900;999;14;2;6;16;43891;1300000000;0;NO        ;NO        ;H         ;44074;44075;44075;22;SANTIAGO  ;22;SANTIAGO  ;0;N/A       ;24;LBTR HOY                      ;-200830;-200830;N4;34;20771739;6570652;830870;830870;262.826,00;262.826;L104                                              ;1;Normativo      ;SIN GRUPO   ;SIN FACTOR  ; - ;0;1445306275;1445306275;100;97029000;1; BANCO CENTRAL DE CHILE                                                 ;N;                                                 ;2;Interno        ;SIN GRUPO   ;SIN FACTOR  ;0;0;1856407,78;1445306275;100;97029000;1;BANCO CENTRAL DE CHILE                                                ;N;                                                 
31-08-2020;652775;652775;1;BTP0450326  ;S;BTGR    ;18-06-2020;01-03-2015;01-03-2026;4,8879;4.018;2.008;6.250.000.000,00;CLP       ;1,2719;1,5;4,5;4,5466;7.441.301.855;19.154.799,00;0;7460456654;7378663210;-81.793.444,00;0;0;0;7441301855;19154799;7460456654;7378663210;-81793444;0;0;0;0;0;0;0;0;0;0;0;0;0;SIN GRUPO      ;FALABELLA;INVERSIONES TASAS;DIS;*                   ;DIS;BTP            ;              ;N/A            ;60805000;01-01-1900;12-01-1900;05-02-1900;999;23;2;6;10;43891;6250000000;0;NO        ;NO        ;H         ;44074;44075;44075;22;SANTIAGO  ;22;SANTIAGO  ;0;N/A       ;24;LBTR HOY                      ;-3514562;-3514562;N4;36;56555707;23692256;2262228;2262228;947.690,00;947.690;L104                                              ;1;Normativo      ;SIN GRUPO   ;SIN FACTOR  ; - ;0;7460456654;7460456654;100;60805000;1; TESORERIA GRAL. DE LA REPUBLICA                                        ;N;                                                 ;2;Interno        ;SIN GRUPO   ;SIN FACTOR  ;0;0;9582501,64;7460456654;100;60805000;1;TESORERIA GRAL. DE LA REPUBLICA                                       ;N;                                                 
31-08-2020;652784;652784;1;BTP0450326  ;S;BTGR    ;18-06-2020;01-03-2015;01-03-2026;4,8879;4.018;2.008;1.000.000.000,00;CLP       ;1,29;1,5;4,5;4,5466;1.189.533.098;3.117.549,00;0;1192650647;1180586114;-12.064.533,00;0;0;0;1189533098;3117549;1192650647;1180586114;-12064533;0;0;0;0;0;0;0;0;0;0;0;0;0;SIN GRUPO      ;FALABELLA;INVERSIONES TASAS;DIS;*                   ;DIS;BTP            ;              ;N/A            ;60805000;01-01-1900;12-01-1900;05-02-1900;999;23;2;6;10;43891;1000000000;0;NO        ;NO        ;H         ;44074;44075;44075;22;SANTIAGO  ;22;SANTIAGO  ;0;N/A       ;24;LBTR HOY                      ;-562330;-562330;N4;36;9048913;3790761;361957;361957;151.631,00;151.631;L104                                              ;1;Normativo      ;SIN GRUPO   ;SIN FACTOR  ; - ;0;1192650647;1192650647;100;60805000;1; TESORERIA GRAL. DE LA REPUBLICA                                        ;N;                                                 ;2;Interno        ;SIN GRUPO   ;SIN FACTOR  ;0;0;1531887,03;1192650647;100;60805000;1;TESORERIA GRAL. DE LA REPUBLICA                                       ;N;                                                 
31-08-2020;652806;652806;1;BTP0450326  ;S;BTGR    ;18-06-2020;01-03-2015;01-03-2026;4,8879;4.018;2.008;5.000.000.000,00;CLP       ;1,27;1,5;4,5;4,5466;5.953.746.430;15.130.102,00;0;5968876532;5902930568;-65945964;0;0;0;5953746430;15130102;5968876532;5902930568;-65945964;0;0;0;0;0;0;0;0;0;0;0;0;0;SIN GRUPO      ;FALABELLA;INVERSIONES TASAS;DIS;*                   ;DIS;BTP            ;              ;N/A            ;60805000;01-01-1900;12-01-1900;05-02-1900;999;23;2;6;10;43891;5000000000;0;NO        ;NO        ;H         ;44074;44075;44075;22;SANTIAGO  ;22;SANTIAGO  ;0;N/A       ;24;LBTR HOY                      ;-2811650;-2811650;N4;36;45244565;18953804;1809783;1809783;758.153,00;758.153;L104                                              ;1;Normativo      ;SIN GRUPO   ;SIN FACTOR  ; - ;0;5968876532;5968876532;100;60805000;1; TESORERIA GRAL. DE LA REPUBLICA                                        ;N;                                                 ;2;Interno        ;SIN GRUPO   ;SIN FACTOR  ;0;0;7666657,93;5968876532;100;60805000;1;TESORERIA GRAL. DE LA REPUBLICA                                       ;N;                                                 
31-08-2020;652816;652816;1;BTP0450326  ;S;BTGR    ;18-06-2020;01-03-2015;01-03-2026;4,8879;4.018;2.008;1.500.000.000,00;CLP       ;1,29;1,5;4,5;4,5466;1.784.299.647;4.676.323,00;0;1788975970;1770879171;-18.096.799,00;0;0;0;1784299647;4676323;1788975970;1770879171;-18096799;0;0;0;0;0;0;0;0;0;0;0;0;0;SIN GRUPO      ;FALABELLA;INVERSIONES TASAS;DIS;*                   ;DIS;BTP            ;              ;N/A            ;60805000;01-01-1900;12-01-1900;05-02-1900;999;23;2;6;10;43891;1500000000;0;NO        ;NO        ;H         ;44074;44075;44075;22;SANTIAGO  ;22;SANTIAGO  ;0;N/A       ;24;LBTR HOY                      ;-843495;-843495;N4;36;13573370;5686142;542935;542935;227.446,00;227.446;L104                                              ;1;Normativo      ;SIN GRUPO   ;SIN FACTOR  ; - ;0;1788975970;1788975970;100;60805000;1; TESORERIA GRAL. DE LA REPUBLICA                                        ;N;                                                 ;2;Interno        ;SIN GRUPO   ;SIN FACTOR  ;0;0;2297830,54;1788975970;100;60805000;1;TESORERIA GRAL. DE LA REPUBLICA                                       ;N;                                                 
31-08-2020;652872;652872;1;BTP0450326  ;S;BTGR    ;18-06-2020;01-03-2015;01-03-2026;4,8879;4.018;2.008;5.000.000.000,00;CLP       ;1,29;1,5;4,5;4,5466;5.947.665.491;15.587.742,00;0;5963253233;5902930568;-60.322.665,00;0;0;0;5947665491;15587742;5963253233;5902930568;-60322665;0;0;0;0;0;0;0;0;0;0;0;0;0;SIN GRUPO      ;FALABELLA;INVERSIONES TASAS;DIS;*                   ;DIS;BTP            ;              ;N/A            ;60805000;01-01-1900;12-01-1900;05-02-1900;999;23;2;6;10;43891;5000000000;0;NO        ;NO        ;H         ;44074;44075;44075;22;SANTIAGO  ;22;SANTIAGO  ;0;N/A       ;24;LBTR HOY                      ;-2811650;-2811650;N4;36;45244565;18953804;1809783;1809783;758.153,00;758.153;L104                                              ;1;Normativo      ;SIN GRUPO   ;SIN FACTOR  ; - ;0;5963253233;5963253233;100;60805000;1; TESORERIA GRAL. DE LA REPUBLICA                                        ;N;                                                 ;2;Interno        ;SIN GRUPO   ;SIN FACTOR  ;0;0;7659435,15;5963253233;100;60805000;1;TESORERIA GRAL. DE LA REPUBLICA                                       ;N;                                                 
